Price,Area,Bedrooms,WC,Length,Width,Floors,has_facade,no_facade,Area_Total,Average_price
3.95,54.0,3.0,2.0,14.0,4.0,2.0,0,1,108.0,5.150960591133005
3.4,106.0,2.0,2.0,19.0,6.0,1.0,1,0,106.0,5.150960591133005
0.43,20.0,1.0,1.0,6.0,3.0,1.0,0,1,20.0,5.150960591133005
14.0,143.5,7.0,7.071192915250995,8.0,20.0,4.0,1,0,486.0,5.150960591133005
16.2,143.5,7.0,7.071192915250995,9.0,24.0,6.0,1,0,486.0,5.150960591133005
4.5,110.0,2.0,1.0,12.0,5.0,1.0,1,0,110.0,5.150960591133005
7.6,143.5,3.0,3.0,17.2,10.0,1.0,1,0,172.0,5.150960591133005
5.99,109.0,4.0,2.0,19.4,5.6,2.0,1,0,218.0,5.150960591133005
3.46,45.0,2.0,2.0,5.625,8.0,2.0,1,0,90.0,5.150960591133005
6.0,80.0,3.0,3.0,11.428571428571429,7.0,2.0,1,0,160.0,5.150960591133005
8.9,104.0,4.725480892170335,2.0,25.0,4.15,3.0,1,0,312.0,5.150960591133005
4.3,52.0,2.0,2.0,20.0,2.6,2.0,1,0,104.0,5.150960591133005
5.6,76.0,3.629213907148146,1.0,4.2,18.0,1.0,1,0,76.0,5.150960591133005
6.1,83.0,4.0,3.3094506824927126,15.090909090909092,5.5,3.0,1,0,249.0,5.150960591133005
2.85,40.0,1.0,1.0,10.0,4.0,1.0,1,0,40.0,5.150960591133005
2.9,48.0,3.0,1.0,12.0,4.0,1.0,0,1,48.0,5.150960591133005
8.5,120.0,4.0,5.0,8.0,15.0,4.0,1,0,480.0,5.150960591133005
3.9,60.0,1.0,1.0,13.333333333333334,4.5,1.0,1,0,60.0,5.150960591133005
1.55,44.0,2.0,2.0,4.0,12.0,1.0,1,0,44.0,5.150960591133005
1.67,52.0,2.0,2.0,4.0,13.0,1.0,1,0,52.0,5.150960591133005
5.6,118.0,4.0,2.0,5.4,5.8,2.0,1,0,236.0,5.150960591133005
5.1,50.0,5.0,5.0,4.0,12.5,3.0,1,0,150.0,5.150960591133005
3.9,58.0,2.0,2.0,13.0,5.0,2.0,1,0,116.0,5.150960591133005
4.7,60.0,3.0,4.0,4.0,15.0,4.0,1,0,240.0,5.150960591133005
16.0,80.0,4.0,4.0,20.0,4.0,1.0,1,0,80.0,10.642417582417583
16.0,80.0,4.0,5.0,20.0,4.0,3.0,1,0,240.0,10.642417582417583
8.7,54.0,1.0,1.0,6.0,9.0,4.0,1,0,216.0,10.642417582417583
16.2,80.0,4.0,4.0,4.0,20.0,3.0,1,0,240.0,10.642417582417583
14.5,71.0,4.789697252261216,4.840150960552074,4.0,17.8,3.0,1,0,213.0,10.642417582417583
16.0,80.0,6.0,6.0,20.0,4.0,1.0,1,0,80.0,10.642417582417583
7.5,46.0,2.0,1.0,10.5,4.5,1.0,1,0,46.0,10.642417582417583
15.8,80.0,4.0,4.0,20.0,4.0,3.0,1,0,240.0,10.642417582417583
16.2,80.0,5.0,5.0,20.0,4.0,2.0,1,0,160.0,10.642417582417583
16.2,80.0,5.0,5.0,4.0,20.0,3.0,1,0,240.0,10.642417582417583
16.2,143.5,4.0,3.0,21.0,7.0,3.0,1,0,441.0,10.642417582417583
9.5,51.0,6.0,7.0,10.0,5.43,4.0,1,0,204.0,10.642417582417583
7.5,46.0,2.0,1.0,10.0,4.5,2.0,0,1,92.0,10.642417582417583
16.2,80.0,5.0,5.0,4.0,20.0,1.0,1,0,80.0,10.642417582417583
16.2,80.0,4.0,4.0,20.0,4.0,3.0,1,0,240.0,10.642417582417583
9.9,61.0,2.0,1.0,15.0,4.2,5.0,1,0,305.0,10.642417582417583
16.2,143.5,1.0,1.0,20.0,5.5,1.0,0,1,144.0,10.642417582417583
9.8,60.0,2.0,1.0,15.0,4.2,1.0,1,0,60.0,10.642417582417583
16.0,80.0,4.0,4.0,4.0,20.0,3.0,1,0,240.0,10.642417582417583
7.5,75.0,4.0,5.0,15.0,5.0,5.0,1,0,375.0,10.642417582417583
6.9,60.0,3.0,4.0,4.0,15.0,3.0,1,0,180.0,10.642417582417583
16.2,125.0,7.0,7.071192915250995,25.0,5.0,5.0,0,1,486.0,10.642417582417583
16.2,80.0,4.0,3.0,20.0,4.0,4.0,1,0,320.0,10.642417582417583
16.2,126.0,7.0,7.071192915250995,5.0,24.0,6.0,1,0,486.0,10.642417582417583
6.8,96.0,5.0,5.0,6.0,16.0,3.0,1,0,288.0,10.642417582417583
10.0,51.0,7.0,7.0,5.0,10.0,4.0,1,0,204.0,10.642417582417583
10.0,51.0,6.0,6.0,10.0,5.43,4.0,1,0,204.0,10.642417582417583
16.2,115.0,3.0,3.0,15.6,7.4,3.0,1,0,345.0,10.642417582417583
6.0,119.0,3.0,3.0,7.0,17.0,1.0,1,0,119.0,10.642417582417583
15.5,80.0,5.0,4.0,20.0,4.0,3.0,1,0,240.0,10.642417582417583
8.9,54.0,2.0,2.0,6.0,9.0,1.0,1,0,54.0,10.642417582417583
16.2,143.5,4.0,3.0,21.0,7.0,3.0,0,1,441.0,10.642417582417583
9.9,120.0,4.0,7.0,17.142857142857142,7.0,5.0,1,0,486.0,10.642417582417583
16.2,143.5,7.0,7.071192915250995,12.0,14.0,5.0,1,0,486.0,10.642417582417583
6.95,86.0,4.0,5.0,16.0,5.5,4.0,1,0,344.0,10.642417582417583
16.2,80.0,5.0,6.0,4.0,20.0,4.0,1,0,320.0,10.642417582417583
4.0,42.0,2.0,2.0,10.0,4.1,1.0,1,0,42.0,10.642417582417583
2.85,40.0,3.0,2.0,10.0,4.0,2.0,1,0,80.0,10.642417582417583
16.2,143.5,5.260685286100612,4.535030402560878,8.5,12.5,1.0,1,0,205.0,10.642417582417583
16.2,143.5,3.0,3.0,6.0,20.0,3.0,1,0,486.0,10.642417582417583
16.2,143.5,5.0,5.0,16.0,8.0,3.0,1,0,486.0,10.642417582417583
3.0,49.0,3.0,3.0,7.0,7.0,3.0,1,0,147.0,10.642417582417583
8.2,65.0,3.0,3.0,13.0,5.0,4.0,1,0,260.0,10.642417582417583
5.8,94.0,3.0,2.0,23.5,4.1,1.0,1,0,94.0,10.642417582417583
3.0,72.0,3.0,2.0,4.0,18.0,2.0,1,0,144.0,10.642417582417583
3.6,60.0,3.0,2.0,6.0,10.0,2.0,1,0,120.0,10.642417582417583
3.6,72.0,3.0,2.0,8.0,9.0,2.0,1,0,144.0,10.642417582417583
6.0,82.0,5.0,5.0,4.0,20.0,4.0,1,0,328.0,10.642417582417583
16.2,143.5,5.964660232832157,5.220438310310615,18.0,10.0,1.0,1,0,158.0,10.642417582417583
11.0,55.0,3.0,3.0,5.0,11.0,3.0,0,1,165.0,10.642417582417583
9.5,110.0,3.8062902705902886,3.5654897889899466,16.0,7.0,2.0,1,0,220.0,10.642417582417583
13.5,61.0,7.0,4.0,14.6,4.07,3.0,1,0,183.0,10.642417582417583
16.2,143.5,7.0,7.071192915250995,19.0,8.5,3.0,0,1,480.0,10.642417582417583
16.2,143.5,7.0,7.071192915250995,12.0,20.0,3.0,1,0,486.0,10.642417582417583
7.49,75.0,5.0,4.0,5.0,15.0,4.0,1,0,300.0,10.642417582417583
16.2,90.0,5.0,5.0,20.0,5.0,4.0,1,0,360.0,10.642417582417583
16.2,90.0,5.0,5.0,20.0,5.0,4.0,1,0,360.0,10.642417582417583
16.2,88.0,5.0,5.0,5.0,22.0,4.0,1,0,352.0,10.642417582417583
5.0,78.0,2.0,2.0,15.0,5.5,2.0,1,0,156.0,10.642417582417583
3.0,65.0,2.0,1.0,5.0,13.0,1.0,1,0,65.0,10.642417582417583
16.2,80.0,6.0,6.0,20.0,4.0,4.0,1,0,320.0,10.642417582417583
1.5,35.0,2.0,2.0,10.0,3.5,2.0,1,0,70.0,10.642417582417583
9.0,80.0,4.0,5.0,20.0,4.0,4.0,0,1,320.0,10.642417582417583
10.95,90.0,5.0,4.0,21.0,4.7,5.0,1,0,450.0,10.642417582417583
10.95,90.0,5.0,4.0,21.0,4.7,5.0,1,0,450.0,10.642417582417583
16.2,90.0,5.0,5.0,4.0,20.0,4.0,1,0,360.0,10.642417582417583
2.57,143.5,7.0,7.071192915250995,23.363636363636363,11.0,7.0,1,0,486.0,10.642417582417583
16.2,90.0,5.0,5.0,20.0,5.0,4.0,1,0,360.0,10.642417582417583
16.2,90.0,5.0,5.0,20.0,5.0,4.0,1,0,360.0,10.642417582417583
16.2,100.0,6.0,6.0,20.0,5.0,5.0,1,0,486.0,10.642417582417583
15.0,56.0,6.0,7.0,14.0,4.0,5.0,1,0,280.0,10.642417582417583
3.4,56.0,2.0,2.0,4.0,14.0,2.0,1,0,112.0,10.642417582417583
6.5,52.0,4.0,4.0,10.5,5.2,4.0,1,0,208.0,10.642417582417583
6.5,52.0,4.0,4.0,10.5,5.2,4.0,1,0,208.0,10.642417582417583
8.0,80.0,3.0,4.0,20.0,4.0,3.0,1,0,240.0,10.642417582417583
10.2,80.0,3.0,4.0,20.0,4.0,3.0,1,0,240.0,10.642417582417583
4.65,100.0,4.0,4.0,20.0,15.0,3.0,1,0,300.0,10.642417582417583
6.2,106.0,4.0,4.0,20.0,5.3,4.0,1,0,424.0,10.642417582417583
16.2,143.5,6.0,5.0,22.0,6.0,3.0,1,0,486.0,10.642417582417583
10.2,80.0,3.0,4.0,20.0,4.0,3.0,1,0,240.0,10.642417582417583
2.8,52.0,3.0,3.0,4.0,13.0,1.0,1,0,52.0,10.642417582417583
16.2,95.0,4.0,5.0,9.0,15.0,5.0,0,1,475.0,10.642417582417583
15.8,143.5,7.0,7.071192915250995,29.0,5.0,4.0,1,0,486.0,10.642417582417583
2.9,56.0,2.0,2.0,4.0,14.0,2.0,0,1,112.0,10.642417582417583
2.5,50.0,2.0,2.0,5.0,10.0,2.0,1,0,100.0,10.642417582417583
2.7,60.0,2.0,2.0,4.0,15.0,2.0,1,0,120.0,10.642417582417583
4.8,75.0,4.0,3.0,15.0,5.0,3.0,1,0,225.0,10.642417582417583
2.7,54.0,3.0,3.0,12.0,4.5,3.0,1,0,162.0,10.642417582417583
2.75,63.0,5.0,4.0,14.0,4.5,4.0,1,0,252.0,10.642417582417583
12.0,80.0,7.0,7.071192915250995,20.0,4.0,4.0,1,0,320.0,10.642417582417583
2.7,50.0,3.0,3.0,5.0,9.5,3.0,1,0,150.0,10.642417582417583
16.2,143.5,6.665395601490158,4.607452340076435,11.0,18.0,6.0,1,0,486.0,9.831009174311927
16.2,143.5,7.0,7.071192915250995,15.294117647058824,17.0,5.0,1,0,486.0,9.831009174311927
16.2,143.5,7.0,7.071192915250995,15.294117647058824,17.0,5.0,0,1,486.0,9.831009174311927
16.2,143.5,6.712351520139256,4.486654560995951,12.5,16.0,5.0,1,0,486.0,9.831009174311927
16.2,128.0,7.0,7.071192915250995,16.0,8.0,5.0,1,0,486.0,9.831009174311927
5.1,60.0,3.0,2.0,10.0,4.8,2.0,1,0,120.0,9.831009174311927
6.5,36.0,4.0,3.5600719203149893,9.0,4.9,4.0,1,0,144.0,9.831009174311927
9.2,51.0,3.0,4.0,8.0,7.4,5.0,1,0,255.0,9.831009174311927
16.2,143.5,7.0,7.071192915250995,33.1,24.0,7.0,1,0,486.0,9.831009174311927
16.2,143.0,7.0,6.504693498730033,20.0,7.0,4.0,1,0,486.0,9.831009174311927
16.2,143.5,7.0,7.071192915250995,28.5,9.2,7.0,1,0,486.0,9.831009174311927
3.4,21.54,2.0,2.0,6.4,3.5,1.0,0,1,21.54,9.831009174311927
16.2,100.0,7.0,7.071192915250995,10.0,10.0,5.0,1,0,486.0,9.831009174311927
16.2,117.0,3.0,3.0,5.5,21.272727272727273,1.0,0,1,117.0,9.831009174311927
16.2,143.5,6.14869539516596,4.819575721884903,10.0,21.0,7.0,1,0,486.0,9.831009174311927
16.2,132.0,7.0,7.071192915250995,6.0,22.0,7.0,1,0,486.0,9.831009174311927
16.2,140.0,7.0,6.493537243952675,20.0,7.0,4.0,1,0,486.0,9.831009174311927
15.0,52.0,4.972653021488517,4.399944649344321,4.0,13.0,3.0,0,1,156.0,9.831009174311927
2.35,50.0,3.0,3.0,10.0,5.0,3.0,1,0,150.0,9.831009174311927
2.25,45.0,2.0,2.0,12.0,3.7,2.0,1,0,90.0,9.831009174311927
4.5,40.0,7.0,2.0,8.0,5.8,5.0,1,0,200.0,9.831009174311927
2.55,61.0,4.0,4.0,4.0,15.0,3.0,1,0,183.0,9.831009174311927
6.6,100.0,3.0,3.8396153059427665,3.0,10.0,5.0,0,1,486.0,9.831009174311927
16.2,67.0,7.0,7.071192915250995,18.0,3.8,4.0,1,0,268.0,9.831009174311927
6.7,35.0,3.0,3.989184878658464,7.5,6.0,4.0,1,0,140.0,9.831009174311927
6.7,35.0,3.0,3.989184878658464,7.5,6.0,4.0,1,0,140.0,9.831009174311927
16.2,67.0,7.0,7.071192915250995,18.0,3.8,4.0,1,0,268.0,9.831009174311927
16.2,90.0,5.391470747212478,5.028291166192736,23.0,4.5,2.0,1,0,180.0,9.831009174311927
1.89,21.0,2.0,2.0,3.5,6.5,2.0,1,0,42.0,9.831009174311927
16.2,143.5,6.63393897525052,4.542209826922022,10.0,20.0,4.0,1,0,486.0,9.831009174311927
7.0,50.0,7.0,5.0,12.0,4.2,5.0,0,1,250.0,9.831009174311927
16.2,143.5,7.0,7.071192915250995,33.0,9.6,7.0,1,0,486.0,9.831009174311927
16.2,42.0,2.0,3.6131008193932486,12.0,3.5,2.0,1,0,84.0,9.831009174311927
16.2,143.5,7.0,7.071192915250995,10.0,21.0,7.0,1,0,486.0,9.831009174311927
16.2,143.5,7.0,7.071192915250995,14.0,20.0,7.0,1,0,486.0,9.831009174311927
9.0,75.0,3.0,1.0,21.0,4.2,2.0,1,0,150.0,9.831009174311927
5.0,60.0,3.0,3.4545454545454546,15.0,4.0,1.0,1,0,60.0,9.831009174311927
5.0,60.0,3.0,3.4545454545454546,15.0,4.0,1.0,1,0,60.0,9.831009174311927
3.1,48.0,2.3261326536960802,1.7968255672469673,6.0,9.5,7.0,1,0,384.0,9.831009174311927
16.2,78.0,6.0,5.768993090275269,12.0,6.5,5.0,1,0,390.0,9.831009174311927
14.0,105.0,7.0,4.774901954925233,22.94,4.37,4.0,1,0,420.0,9.831009174311927
16.2,143.5,7.0,5.662307547995421,10.0,22.0,4.0,1,0,486.0,9.831009174311927
16.2,65.0,5.363422860921204,4.59878439405591,10.0,4.6,3.0,1,0,195.0,9.831009174311927
7.2,42.0,3.0,2.774602313481429,3.0,14.0,2.0,1,0,84.0,9.831009174311927
12.5,70.0,4.0,5.0,14.5,4.8,3.0,1,0,210.0,9.831009174311927
4.95,60.0,3.0,2.0,4.0,14.0,1.0,1,0,60.0,9.831009174311927
2.6,32.0,2.0,2.0,10.5,3.2,2.0,0,1,64.0,9.831009174311927
2.6,32.0,2.0,2.0,10.5,3.2,2.0,0,1,64.0,9.831009174311927
3.7,19.5,2.0,3.0,9.0,2.5,4.0,1,0,78.0,9.831009174311927
9.5,38.0,3.0,2.0,10.7,3.77,3.0,1,0,114.0,9.831009174311927
2.6,60.0,4.0,2.0,18.0,3.4,3.0,1,0,180.0,9.831009174311927
11.5,70.0,2.0,2.0,10.0,6.7,6.0,0,1,420.0,9.831009174311927
4.5,36.0,3.0,1.0,4.0,9.0,3.0,1,0,108.0,9.831009174311927
6.3,46.0,3.0,3.0,12.0,3.8,2.0,1,0,92.0,9.831009174311927
6.3,46.0,3.0,3.0,12.0,3.8,2.0,1,0,92.0,9.831009174311927
3.0,50.0,2.0,2.0,10.0,5.0,2.0,1,0,100.0,9.831009174311927
14.7,53.0,5.286193456871164,4.9087420843371055,14.5,3.6,6.0,1,0,318.0,9.831009174311927
3.35,34.0,3.0,3.0,6.5,5.5,1.0,0,1,34.0,9.831009174311927
3.3,27.0,3.0,2.0,3.0,9.0,4.0,0,1,108.0,9.831009174311927
5.5,41.0,3.0,3.0,4.0,4.0,3.0,1,0,123.0,9.831009174311927
5.5,41.0,3.0,3.0,4.0,4.0,3.0,1,0,123.0,9.831009174311927
3.4,20.0,2.0,2.0,4.0,5.0,2.0,0,1,40.0,9.831009174311927
16.2,80.0,5.542528194448025,4.677951413779502,5.0,20.0,5.0,1,0,400.0,9.831009174311927
16.2,91.0,6.362058498143966,5.612417314335453,16.0,8.3,3.0,1,0,273.0,9.831009174311927
4.2,35.0,4.0,2.0,8.75,4.0,3.0,1,0,105.0,9.831009174311927
7.2,38.0,4.0,5.0,3.9,10.0,3.0,1,0,114.0,9.831009174311927
16.2,86.0,7.0,7.071192915250995,15.0,5.4,3.0,1,0,258.0,9.831009174311927
16.2,60.0,4.248569593202739,3.763696785299623,15.0,6.0,5.0,1,0,300.0,9.831009174311927
16.2,60.0,4.225473390474825,3.8414831134049816,11.0,6.0,5.0,1,0,300.0,9.831009174311927
16.2,120.0,5.880144220744772,6.8812206387218255,6.0,20.0,4.0,0,1,480.0,9.831009174311927
16.2,62.9,7.0,7.071192915250995,5.0,12.58,4.0,1,0,251.6,9.831009174311927
3.9,18.0,3.0,3.0,3.7,5.0,3.0,0,1,54.0,9.831009174311927
5.36,61.0,2.900645127825544,2.828053084779555,15.0,4.0,1.0,1,0,61.0,9.831009174311927
7.5,35.0,4.0,4.0,11.0,3.2,4.0,1,0,140.0,9.831009174311927
16.2,137.0,7.0,7.071192915250995,15.0,15.0,5.0,0,1,486.0,9.831009174311927
4.0,48.0,5.0,5.0,6.0,8.0,3.0,1,0,144.0,9.831009174311927
5.5,25.0,3.0,4.0,5.0,3.6,4.0,1,0,100.0,9.831009174311927
7.5,143.5,4.0,7.071192915250995,11.0,3.2,4.0,1,0,486.0,9.831009174311927
11.5,100.0,5.0,5.0,6.0,16.666666666666668,4.0,1,0,400.0,9.831009174311927
16.2,143.5,6.92436313881689,6.298155842407915,6.0,24.0,2.0,0,1,345.36,9.831009174311927
7.5,42.0,2.0,2.7569163916182804,12.0,3.6,2.0,1,0,84.0,9.831009174311927
7.5,35.2,3.5281166165661046,4.140435875418364,11.0,3.2,4.0,1,0,140.8,9.831009174311927
10.0,65.0,4.0,4.0,17.0,4.0,5.0,1,0,325.0,9.831009174311927
8.7,65.0,3.566618876895384,3.7797482944754934,17.0,4.0,2.0,1,0,130.0,9.831009174311927
14.0,43.0,4.282071826091322,3.628292835011117,10.0,4.3,3.0,1,0,129.0,9.831009174311927
14.0,43.0,4.282071826091322,3.628292835011117,10.0,4.3,3.0,1,0,129.0,9.831009174311927
4.5,31.0,2.0,2.0,3.5,3.8,2.0,1,0,62.0,9.831009174311927
16.2,88.0,4.0,5.453672359940399,22.0,4.0,3.0,1,0,264.0,9.831009174311927
4.5,39.0,2.0,2.0,13.0,3.0,2.0,1,0,78.0,9.831009174311927
15.0,73.0,7.0,4.904483048608065,14.0,5.2,4.0,1,0,292.0,9.831009174311927
3.9,32.0,2.0,1.0,8.0,4.5,2.0,1,0,64.0,9.831009174311927
1.98,45.0,2.0,2.0,3.0,15.0,1.0,0,1,45.0,9.831009174311927
5.0,62.0,2.0,2.0,18.0,3.4,3.0,1,0,186.0,9.831009174311927
1.75,40.0,2.0,2.0,5.0,8.0,2.0,1,0,80.0,9.831009174311927
16.2,83.0,7.0,7.071192915250995,5.0,17.0,4.0,1,0,332.0,9.831009174311927
16.2,83.0,7.0,7.071192915250995,5.0,17.0,4.0,1,0,332.0,9.831009174311927
1.85,38.5,2.0,2.0,11.0,3.5,2.0,0,1,77.0,9.831009174311927
5.0,62.0,2.6666666666666665,3.3333333333333335,18.0,3.5,3.0,1,0,186.0,9.831009174311927
3.3,50.0,1.0,1.0,12.5,4.0,1.0,1,0,50.0,9.831009174311927
16.2,50.0,5.472459147527732,4.740822939812679,10.0,5.5,7.0,0,1,350.0,9.831009174311927
14.0,143.5,6.0,2.0,5.6,12.0,2.0,1,0,326.0,9.831009174311927
11.5,81.0,5.1066990128162235,5.388725309777656,9.0,9.0,5.0,1,0,405.0,9.831009174311927
11.0,60.0,7.0,5.280005551242529,15.0,4.0,5.0,1,0,300.0,9.831009174311927
7.1,33.0,3.0,3.0,3.0,11.0,2.0,1,0,66.0,9.831009174311927
5.6,42.0,2.0,2.0,3.5,12.0,2.0,1,0,84.0,9.831009174311927
6.2,38.0,3.0,3.0,4.0,9.5,2.0,1,0,76.0,9.831009174311927
8.9,52.0,4.0,3.0,13.0,4.02,4.0,0,1,208.0,9.831009174311927
7.1,44.0,3.0,4.0,14.0,3.2,2.0,1,0,88.0,9.831009174311927
6.8,42.0,2.0,2.0,12.0,3.5,2.0,1,0,84.0,9.831009174311927
4.0,35.0,4.0,3.0,5.0,7.0,5.0,0,1,175.0,5.419473684210526
6.29,31.0,7.0,5.0,3.3,9.0,5.0,1,0,155.0,5.419473684210526
4.85,47.0,3.0,3.0,4.5,8.0,4.0,1,0,188.0,5.419473684210526
12.8,75.0,5.0,6.0,21.0,3.2,3.0,1,0,225.0,5.419473684210526
8.1,98.0,5.0,6.0,24.5,4.0,5.0,1,0,486.0,5.419473684210526
7.5,32.0,4.0,3.0,9.0,3.5,4.0,1,0,128.0,5.419473684210526
3.9,24.0,3.0,3.0,8.0,3.0,5.0,1,0,120.0,5.419473684210526
4.5,34.0,3.0,2.0,9.5,3.6,4.0,1,0,136.0,5.419473684210526
2.35,60.0,2.0,2.0,5.0,12.0,1.0,0,1,60.0,5.419473684210526
15.0,73.0,4.0,3.0,5.15,18.0,2.0,1,0,146.0,5.419473684210526
3.65,45.0,2.0,1.0,12.0,3.9,2.0,1,0,90.0,5.419473684210526
8.9,46.0,4.0,2.0,9.0,5.5,2.0,1,0,92.0,5.419473684210526
1.3,11.0,2.0,1.0,3.55,3.1,3.0,0,1,33.0,5.419473684210526
14.0,64.0,2.0,3.0,18.5,3.57,2.0,1,0,128.0,5.419473684210526
3.95,26.0,2.0,3.0,8.0,3.02,4.0,1,0,104.0,5.419473684210526
4.0,28.0,3.0,3.0,3.2,9.0,3.0,0,1,84.0,5.419473684210526
7.0,87.0,4.0,5.0,19.0,4.6,3.0,1,0,261.0,5.419473684210526
0.02,48.0,4.0,4.0,5.5,9.0,3.0,1,0,144.0,5.419473684210526
9.8,36.0,4.0,4.0,7.21,4.11,5.0,0,1,180.0,5.419473684210526
10.0,40.0,2.0,3.0,10.0,4.0,2.0,1,0,80.0,5.419473684210526
3.3,30.0,2.0,3.0,11.0,3.0,3.0,1,0,90.0,5.419473684210526
5.3,21.0,4.0,3.0,7.0,3.0,4.0,1,0,84.0,5.419473684210526
13.5,44.0,4.0,4.0,8.0,5.5,5.0,1,0,220.0,5.419473684210526
5.9,25.0,1.0,2.0,6.02,4.0,2.0,1,0,50.0,5.419473684210526
7.5,71.0,6.0,7.071192915250995,19.0,3.3,4.0,1,0,284.0,5.419473684210526
7.8,74.0,3.0,2.0,17.0,5.2,1.0,1,0,74.0,5.419473684210526
8.2,41.0,4.0,4.0,4.0,10.0,4.0,0,1,164.0,5.419473684210526
1.75,46.0,2.0,2.0,4.0,11.5,3.0,0,1,138.0,5.419473684210526
1.8,40.6,3.0,3.0,11.6,3.5,3.0,1,0,121.80000000000001,5.419473684210526
1.85,42.0,2.0,2.0,12.0,3.0,1.0,1,0,42.0,5.419473684210526
1.5,35.0,2.0,2.0,10.0,3.5,1.0,1,0,35.0,5.419473684210526
1.55,35.2,2.0,2.0,11.0,3.2,1.0,1,0,35.2,5.419473684210526
1.7,38.5,2.0,2.0,11.0,3.5,1.0,0,1,38.5,5.419473684210526
1.3,38.5,2.0,2.0,11.0,3.5,1.0,0,1,38.5,5.419473684210526
1.73,35.0,2.0,2.0,10.0,3.5,1.0,1,0,35.0,5.419473684210526
1.75,35.2,2.0,2.0,11.0,3.2,1.0,1,0,35.2,5.419473684210526
5.3,24.0,2.0,3.0,4.0,6.0,4.0,1,0,96.0,5.419473684210526
2.3,36.0,2.0,2.0,12.0,3.0,1.0,0,1,36.0,5.419473684210526
5.45,23.0,3.0,3.0,3.0,8.0,2.0,0,1,46.0,8.282524590163934
16.2,143.5,7.0,7.071192915250995,20.0,8.0,4.0,1,0,486.0,8.282524590163934
16.2,76.0,4.892936263020754,5.0954940169114815,5.0,15.0,3.0,0,1,228.0,8.282524590163934
10.3,66.0,2.0,3.996907597797383,16.0,4.12,2.0,1,0,132.0,8.282524590163934
16.2,143.5,7.0,7.071192915250995,30.0,20.0,3.0,1,0,486.0,8.282524590163934
16.2,85.0,5.831318958250631,5.164926256634383,5.0,17.0,3.0,1,0,255.0,8.282524590163934
7.35,41.0,3.3498865958593704,3.2065461448828287,3.3,24.0,2.0,0,1,82.0,8.282524590163934
16.2,84.0,2.0,2.0,20.5,4.1,2.0,1,0,168.0,8.282524590163934
16.2,90.0,5.528081120705143,5.469314062781199,20.0,4.5,3.0,1,0,270.0,8.282524590163934
6.0,48.0,2.0,2.0,21.0,3.0,2.0,1,0,96.0,8.282524590163934
7.0,44.0,4.0,3.0,14.0,3.1,4.0,1,0,176.0,8.282524590163934
7.0,44.0,4.0,3.0,14.0,3.1,4.0,1,0,176.0,8.282524590163934
16.2,76.0,2.0,2.0,20.0,3.6,2.0,1,0,152.0,8.282524590163934
7.99,60.0,7.0,7.0,33.1,1.2765957446808511,4.0,1,0,240.0,8.282524590163934
16.2,117.0,7.0,7.071192915250995,26.0,4.5,1.0,1,0,117.0,8.282524590163934
7.0,44.0,4.0,3.0,14.0,3.1,4.0,1,0,176.0,8.282524590163934
16.2,50.0,6.0,4.0,16.0,3.0,6.0,0,1,300.0,8.282524590163934
0.266,132.0,7.0,7.071192915250995,22.0,6.0,6.0,1,0,486.0,8.282524590163934
7.5,55.0,4.0,4.0,17.0,3.0,3.0,0,1,165.0,8.282524590163934
16.2,143.5,7.0,1.0,20.0,24.0,7.0,1,0,486.0,8.282524590163934
5.2,32.0,5.0,5.0,8.0,4.0,4.0,1,0,128.0,8.282524590163934
16.2,62.0,3.0,3.0,14.0,4.5,4.0,1,0,248.0,8.282524590163934
2.0,48.0,2.0,2.0,12.0,4.0,2.0,1,0,96.0,8.282524590163934
8.5,36.0,4.0,3.0,11.0,3.4,5.0,1,0,180.0,8.282524590163934
0.218,25.0,2.0,3.0,5.555555555555555,4.5,3.0,0,1,75.0,8.282524590163934
2.95,50.0,2.0,2.0,5.0,10.0,2.0,1,0,100.0,8.282524590163934
6.0,55.0,6.0,5.0,3.6,3.8,3.0,1,0,165.0,8.282524590163934
5.6,30.0,5.0,5.0,8.0,3.5,4.0,1,0,120.0,8.282524590163934
4.0,65.0,3.0,4.0,5.0,13.0,3.0,1,0,195.0,8.282524590163934
11.45,55.0,4.0,4.0,15.5,10.0,6.0,1,0,330.0,8.282524590163934
15.0,56.0,4.0,3.0,16.0,3.5,3.0,1,0,168.0,8.282524590163934
10.6,75.0,5.0,5.0,14.0,5.3,6.0,1,0,450.0,8.282524590163934
4.5,30.0,3.0,2.0,8.5,3.5,2.0,1,0,60.0,8.282524590163934
12.0,65.0,4.0,4.0,4.0,16.0,3.0,1,0,195.0,8.282524590163934
4.56,52.0,3.0,3.0,4.0,13.0,2.0,1,0,104.0,8.282524590163934
7.0,45.0,3.0,2.0,13.3,3.3,3.0,1,0,135.0,8.282524590163934
4.0,50.0,2.0,2.0,10.0,5.0,1.0,1,0,50.0,8.282524590163934
3.7,36.0,2.0,2.0,10.0,3.6,2.0,1,0,72.0,8.282524590163934
16.2,65.0,5.666711314627296,5.3136993562253485,33.1,4.5,1.0,1,0,65.0,8.282524590163934
9.45,48.0,2.8379314552435027,3.235618082804803,10.0,4.8,1.0,1,0,48.0,8.282524590163934
16.2,71.0,5.588509116114519,4.975780133794381,18.0,4.0,5.0,1,0,355.0,8.282524590163934
7.3,58.0,2.0,2.0,16.8,3.6,2.0,1,0,116.0,8.282524590163934
