Price,Area,Bedrooms,WC,Length,Width,Floors,has_facade,no_facade,Area_Total,Average_price
7.5,45.0,5.0,3.0,10.0,4.5,5.0,1,0,225.0,6.550365895953757
4.9,58.0,3.0,2.0,16.0,3.75,2.0,1,0,116.0,6.550365895953757
6.68,43.0,4.0,3.0,9.5,4.6,4.0,1,0,172.0,6.550365895953757
4.8,65.0,4.0,3.0,16.25,4.0,2.0,1,0,130.0,6.550365895953757
2.9,80.0,4.0,3.0,17.0,4.2,4.0,1,0,320.0,6.550365895953757
3.7,44.0,2.0,2.0,11.6,3.8,1.0,1,0,44.0,6.550365895953757
6.25,63.0,3.1811336965638066,2.827543808746358,12.6,5.0,1.0,1,0,63.0,6.550365895953757
3.1,31.0,2.0,2.0,4.0,10.0,2.0,1,0,62.0,6.550365895953757
9.0,73.0,5.0,6.0,4.0,18.0,4.0,1,0,292.0,6.550365895953757
6.5,54.0,3.0,4.0,12.0,4.5,3.0,1,0,162.0,6.550365895953757
8.79,81.0,5.0,5.0,20.0,4.0,4.0,1,0,324.0,6.550365895953757
8.79,81.0,5.0,5.0,20.0,4.0,4.0,1,0,324.0,6.550365895953757
7.5,90.0,3.0,2.0,12.0,7.5,1.0,1,0,90.0,6.550365895953757
7.3,56.0,4.0,5.0,4.0,14.0,2.0,1,0,112.0,6.550365895953757
6.5,63.0,2.0,2.0,4.0,15.6,2.0,1,0,126.0,6.550365895953757
16.2,100.0,6.0,6.0,25.0,4.0,5.0,1,0,486.0,6.550365895953757
1.85,18.0,1.0,1.0,17.0,1.0588235294117647,2.0,1,0,36.0,6.550365895953757
8.5,86.0,4.0,4.0,19.0,4.5,3.0,1,0,258.0,6.550365895953757
4.6,46.0,2.0,2.0,14.0,3.3,2.0,1,0,92.0,6.550365895953757
7.4,67.0,5.0,6.0,8.375,8.0,5.0,0,1,335.0,6.550365895953757
7.0,100.0,2.0,2.6666666666666665,18.0,5.6,4.0,1,0,400.0,6.550365895953757
7.0,100.0,2.0,2.6666666666666665,18.0,5.6,4.0,1,0,400.0,6.550365895953757
7.79,68.0,4.0,4.0,17.0,4.0,3.0,1,0,204.0,6.550365895953757
7.0,69.0,4.0,6.0,12.0,5.5,4.0,1,0,276.0,6.550365895953757
16.2,143.5,7.0,7.071192915250995,19.0,9.0,6.0,1,0,486.0,6.550365895953757
6.0,58.0,3.0,3.0,4.0,14.0,3.0,1,0,174.0,6.550365895953757
7.5,77.0,3.0,4.0091542612064215,18.0,4.0,1.0,1,0,77.0,6.550365895953757
4.98,43.0,2.0,2.0,7.818181818181818,5.5,2.0,1,0,86.0,6.550365895953757
2.85,25.0,2.0,3.0,6.6,4.4,3.0,1,0,75.0,6.550365895953757
2.85,25.0,2.0,3.0,6.6,3.6,3.0,1,0,75.0,6.550365895953757
6.6,70.0,2.0,2.0,10.0,6.5,2.0,1,0,140.0,6.550365895953757
3.6,37.0,4.0,3.0,3.6,9.0,3.0,1,0,111.0,6.550365895953757
4.59,39.0,3.0,3.0,4.0,12.0,3.0,0,1,117.0,6.550365895953757
4.59,39.0,3.0,3.0,12.0,4.0,3.0,1,0,117.0,6.550365895953757
4.69,35.0,2.0,3.0,8.5,4.5,3.0,1,0,105.0,6.550365895953757
2.05,20.0,2.0,3.0,4.0,5.0,3.0,1,0,60.0,6.550365895953757
3.2,28.0,3.0,2.0,4.0,7.0,2.0,1,0,56.0,6.550365895953757
16.2,32.0,2.0,2.0,10.5,3.05,2.0,1,0,64.0,6.550365895953757
4.5,36.0,4.0,3.0,7.2,5.0,3.0,0,1,108.0,6.550365895953757
4.5,64.0,5.0,1.0,9.142857142857142,7.0,2.0,1,0,128.0,6.550365895953757
4.5,64.0,5.0,1.0,9.142857142857142,7.0,2.0,1,0,128.0,6.550365895953757
6.5,62.0,4.0,6.0,12.4,5.0,4.0,1,0,248.0,6.550365895953757
5.65,42.0,3.0,3.0,5.0,9.0,3.0,1,0,126.0,6.550365895953757
4.3,50.0,2.0,2.0,5.0,10.0,2.0,1,0,100.0,6.550365895953757
4.6,50.0,3.0,4.0,3.0,20.0,3.0,1,0,150.0,6.550365895953757
3.2,28.0,4.0,3.0,1.1666666666666667,24.0,3.0,1,0,84.0,6.550365895953757
6.5,64.0,7.0,6.0,4.0,16.0,3.0,1,0,192.0,6.550365895953757
5.7,41.0,4.0,3.0,15.0,2.7333333333333334,4.0,1,0,164.0,6.550365895953757
5.5,56.0,4.0,3.0,4.0,14.0,3.0,1,0,168.0,6.550365895953757
12.0,117.0,4.0,6.0,9.0,13.0,4.0,1,0,468.0,6.550365895953757
3.8,25.0,2.0,2.0,3.0,8.0,2.0,1,0,50.0,6.550365895953757
3.1,42.0,3.0,2.0,6.0,7.0,1.0,1,0,42.0,6.550365895953757
6.6,83.0,2.0,2.0,5.0,16.6,2.0,1,0,166.0,6.550365895953757
4.35,39.0,2.0,1.0,13.0,3.0,2.0,1,0,78.0,6.550365895953757
5.8,70.0,5.0,5.0,5.0,14.0,3.0,1,0,210.0,6.550365895953757
12.5,107.0,4.0,5.0,21.4,5.0,4.0,1,0,428.0,6.550365895953757
6.9,95.0,3.0,2.0,5.0,19.0,2.0,1,0,190.0,6.550365895953757
6.9,95.0,3.0,2.0,5.0,19.0,2.0,1,0,190.0,6.550365895953757
5.8,64.0,5.0,5.0,4.0,16.0,3.0,1,0,192.0,6.550365895953757
3.65,28.0,2.0,2.0,9.0,3.5,2.0,1,0,56.0,6.550365895953757
4.6,40.0,6.0,3.0,11.0,3.6,3.0,1,0,120.0,6.550365895953757
6.8,72.0,4.0,3.0,6.0,12.0,3.0,1,0,216.0,6.550365895953757
4.97,43.0,6.0,6.0,6.2,7.5,3.0,1,0,129.0,6.550365895953757
6.8,72.0,4.0,2.0,4.0,18.0,3.0,1,0,216.0,6.550365895953757
10.0,80.0,7.0,4.333154460454531,4.0,20.0,4.0,1,0,320.0,6.550365895953757
5.6,72.0,6.0,6.0,18.0,7.0,1.0,1,0,72.0,6.550365895953757
5.9,44.0,4.0,4.0,8.8,5.0,5.0,0,1,220.0,6.550365895953757
5.2,56.0,2.0,2.0,4.0,14.0,2.0,1,0,112.0,6.550365895953757
4.3,40.0,3.0,3.0,5.0,8.0,3.0,1,0,120.0,6.550365895953757
6.4,60.0,4.0,3.0,4.0,15.0,3.0,1,0,180.0,6.550365895953757
5.98,72.0,3.0,3.0,4.0,18.0,2.0,1,0,144.0,6.550365895953757
4.0,56.0,3.0,4.0,4.0,14.0,3.0,1,0,168.0,6.550365895953757
3.5,44.0,3.0,2.0,4.0,11.0,3.0,1,0,132.0,6.550365895953757
6.3,112.0,3.726750728421307,3.1988353586252503,4.0,18.0,2.0,1,0,224.0,6.550365895953757
2.22,20.0,1.0,2.0,4.0,5.0,2.0,1,0,40.0,6.550365895953757
5.19,43.0,2.0,2.0,5.0,8.6,2.0,1,0,86.0,6.550365895953757
5.7,68.0,5.0,5.0,4.0,17.0,4.0,1,0,272.0,6.550365895953757
5.3,41.0,4.0,3.0,10.1,4.0,4.0,1,0,164.0,6.550365895953757
5.3,41.0,4.0,3.0,10.1,4.0,4.0,1,0,164.0,6.550365895953757
3.1,20.0,1.0,1.0,12.0,1.6666666666666667,2.0,1,0,40.0,6.550365895953757
5.6,44.0,2.0,2.0,4.0,11.0,2.0,1,0,88.0,6.550365895953757
4.8,56.0,6.0,5.0,6.0,14.0,3.0,1,0,168.0,6.550365895953757
6.4,53.0,3.0,3.0,4.0,13.0,3.0,1,0,159.0,6.550365895953757
11.5,95.0,5.0,6.0,23.0,4.0,4.0,1,0,380.0,6.550365895953757
10.7,70.0,5.0,6.0,16.0,4.4,5.0,1,0,350.0,6.550365895953757
7.0,50.0,4.0,3.0,4.0,12.5,4.0,1,0,200.0,6.550365895953757
2.75,58.0,6.0,5.0,4.0,12.4,3.0,1,0,174.0,6.550365895953757
2.75,58.0,6.0,5.0,4.0,12.4,3.0,1,0,174.0,6.550365895953757
7.0,88.0,3.0,2.0,4.0,22.0,2.0,1,0,176.0,6.550365895953757
6.7,72.0,4.0,4.0,4.0,18.0,1.0,1,0,72.0,6.550365895953757
7.0,76.0,5.0,3.0,4.0,19.0,3.0,1,0,228.0,6.550365895953757
6.4,41.0,4.0,4.570555068959426,11.714285714285714,3.5,5.0,0,1,205.0,6.550365895953757
7.0,56.0,4.0,5.0,12.5,4.4,5.0,1,0,280.0,6.550365895953757
5.3,57.0,3.0,2.0,3.7,5.5,2.0,1,0,114.0,6.550365895953757
4.8,38.0,2.0,2.0,4.0,10.0,2.0,1,0,76.0,6.550365895953757
4.98,50.0,3.0,3.0,4.0,12.5,2.0,1,0,100.0,6.550365895953757
3.05,18.0,2.0,2.0,2.95,6.5,2.0,1,0,36.0,6.550365895953757
5.6,60.0,5.0,4.0,4.0,15.0,1.0,1,0,60.0,6.550365895953757
13.3,75.0,6.0,6.0,14.0,4.0,4.0,1,0,300.0,6.550365895953757
3.7,47.0,2.0,3.0,4.0,7.0,1.0,1,0,47.0,6.550365895953757
5.2,72.0,4.0,4.0,4.0,18.0,1.0,1,0,72.0,6.550365895953757
9.9,91.0,7.0,4.517470755224994,4.0,22.5,5.0,0,1,455.0,6.550365895953757
4.35,55.0,2.0,2.0,17.0,4.0,2.0,0,1,110.0,6.550365895953757
7.0,100.0,2.0,3.0,18.0,5.5,4.0,1,0,400.0,6.550365895953757
7.0,100.0,2.0,3.0,18.0,5.5,4.0,1,0,400.0,6.550365895953757
9.2,115.0,2.0,3.0,4.0,14.0,3.0,1,0,345.0,6.550365895953757
7.7,95.0,4.0,4.0,5.0,19.0,2.0,1,0,190.0,6.550365895953757
5.3,72.0,3.0,4.0,4.0,18.0,5.0,1,0,360.0,6.550365895953757
3.35,45.0,3.0,2.0,10.0,4.5,2.0,1,0,90.0,6.550365895953757
6.6,88.0,3.0,2.0,5.2,17.0,2.0,1,0,176.0,6.550365895953757
6.6,88.0,3.0,2.0,17.0,5.2,2.0,1,0,176.0,6.550365895953757
4.2,52.0,3.0,4.0,4.0,13.0,2.0,1,0,104.0,6.550365895953757
13.0,90.0,7.0,6.0,13.0,7.5,4.0,1,0,360.0,6.550365895953757
13.0,90.0,4.9937870727394715,6.0,13.0,7.5,3.0,1,0,270.0,6.550365895953757
4.9,40.0,2.0,2.0,4.0,10.5,3.0,1,0,120.0,6.550365895953757
6.5,47.0,4.0,4.0,4.7,10.0,4.0,1,0,188.0,6.550365895953757
4.25,55.0,3.0,2.0,13.095238095238095,4.2,2.0,1,0,110.0,6.550365895953757
4.18,47.0,4.0,3.0,11.0,4.3,3.5,0,1,164.5,6.550365895953757
11.5,99.0,7.0,5.070977467187656,15.0,6.2,4.0,1,0,396.0,6.550365895953757
3.2,32.0,2.0,2.0,3.0,11.0,2.0,1,0,64.0,6.550365895953757
11.8,79.0,4.0,4.0,10.0,7.0,5.0,1,0,395.0,6.550365895953757
2.4,32.0,2.0,1.0,8.0,4.0,2.0,1,0,64.0,6.550365895953757
2.2,27.0,2.316935264206304,2.3435631042192364,4.2,6.2,3.0,1,0,81.0,6.550365895953757
2.2,143.5,6.996853999364662,6.02507145377998,6.2,4.2,3.0,1,0,486.0,6.550365895953757
5.0,49.0,4.0,4.0,12.0,4.0,2.0,1,0,98.0,6.550365895953757
5.0,49.0,4.0,4.0,12.0,4.0,2.0,1,0,98.0,6.550365895953757
5.7,49.0,2.0,2.0,14.5,3.4,2.0,1,0,98.0,6.550365895953757
8.3,75.0,3.0,4.0,18.0,4.2,3.0,1,0,225.0,6.550365895953757
2.68,21.0,3.0,2.0,6.1,3.4,3.0,1,0,63.0,6.550365895953757
7.39,53.0,4.0,7.0,13.0,4.0,4.0,1,0,212.0,6.550365895953757
6.1,42.0,4.0,4.0,4.0,10.5,4.0,1,0,168.0,6.550365895953757
4.9,46.0,2.0,2.0,3.0,15.333333333333334,2.0,1,0,92.0,6.550365895953757
5.9,72.0,4.0,4.0,4.0,18.0,3.0,1,0,216.0,6.550365895953757
9.2,80.0,4.0,4.0,20.0,4.0,4.0,1,0,320.0,6.550365895953757
4.5,38.0,4.0,3.0,3.8,10.0,5.0,1,0,190.0,6.550365895953757
7.4,40.0,3.0,5.0,6.5,5.3,3.0,1,0,120.0,6.550365895953757
4.5,65.0,7.0,7.071192915250995,5.0,13.0,5.0,1,0,325.0,6.550365895953757
14.0,80.0,4.0,3.0,16.0,5.0,3.0,1,0,240.0,6.550365895953757
11.5,100.0,5.0,5.0,15.0,6.5,5.0,1,0,486.0,6.550365895953757
5.0,45.0,4.0,4.0,5.0,9.0,3.0,1,0,135.0,6.550365895953757
8.3,93.0,3.0,2.0,9.0,10.0,1.0,1,0,93.0,6.550365895953757
16.2,68.0,4.0,4.0,17.0,4.0,3.0,1,0,204.0,6.550365895953757
1.75,17.0,2.0,2.0,33.1,17.0,2.0,1,0,34.0,6.550365895953757
7.0,90.0,5.0,4.0,12.0,7.0,3.0,1,0,270.0,6.550365895953757
2.5,52.0,2.0,2.0,15.0,3.5,2.0,0,1,104.0,6.550365895953757
10.8,64.0,6.0,7.0,16.0,4.0,4.0,0,1,256.0,6.550365895953757
5.9,60.0,4.0,4.0,12.0,4.0,4.0,1,0,240.0,6.550365895953757
8.25,61.0,5.0,5.0,4.0,15.1,4.0,1,0,244.0,6.550365895953757
10.0,143.5,7.0,7.071192915250995,4.0,20.0,5.0,1,0,486.0,6.550365895953757
4.5,60.0,4.0,3.0,4.0,15.0,3.0,1,0,180.0,6.550365895953757
4.5,60.0,4.0,3.0,4.0,15.0,3.0,1,0,180.0,6.550365895953757
4.0,60.0,2.0,2.0,4.0,15.0,2.0,1,0,120.0,6.550365895953757
2.5,45.0,4.0,2.1916441121103993,4.0,11.0,3.0,0,1,135.0,6.550365895953757
10.8,64.0,6.0,7.0,16.0,4.0,6.0,1,0,384.0,6.550365895953757
2.25,44.0,2.0,2.0,5.5,8.0,2.0,1,0,88.0,6.550365895953757
5.65,42.0,2.0,2.866962800122371,7.6,5.6,2.0,1,0,84.0,6.550365895953757
0.0625,112.0,3.0,4.0,8.0,14.0,4.0,1,0,448.0,6.550365895953757
4.35,50.0,3.0,2.0,8.8,5.9,2.0,1,0,100.0,6.550365895953757
4.35,50.0,3.0,2.0,8.8,5.9,2.0,1,0,100.0,6.550365895953757
4.35,50.0,3.0,2.0,8.8,5.9,2.0,1,0,100.0,6.550365895953757
4.35,50.0,3.0,2.0,8.8,5.9,2.0,1,0,100.0,6.550365895953757
9.3,75.0,3.0,4.0,18.0,4.2,3.0,1,0,225.0,6.550365895953757
3.99,28.0,3.0,3.0,11.0,3.2,3.0,0,1,84.0,6.550365895953757
7.5,80.0,4.0,5.0,4.5,18.0,3.0,1,0,240.0,6.550365895953757
6.0,56.0,5.0,5.0,13.0,4.5,4.0,1,0,224.0,6.550365895953757
5.0,40.0,4.0,4.0,4.0,10.0,4.0,1,0,160.0,6.550365895953757
3.99,48.0,2.0,2.0,12.0,4.0,2.0,1,0,96.0,6.550365895953757
1.95,27.0,2.0,2.0,8.5,3.2,2.0,0,1,54.0,6.550365895953757
5.1,41.0,3.0,2.9091842278631534,4.2,11.0,3.0,1,0,123.0,6.550365895953757
7.2,44.0,3.0,4.79328050811228,11.0,3.9,5.0,1,0,220.0,6.550365895953757
9.0,64.0,5.0,4.605729641810887,16.0,4.0,5.0,1,0,320.0,6.550365895953757
6.9,66.0,3.0,3.578658447312683,16.0,4.2,3.0,1,0,198.0,6.550365895953757
5.0,50.0,2.0,2.0,4.0,12.5,2.0,1,0,100.0,6.550365895953757
3.0,8.0,3.0,3.0,12.0,4.0,1.0,1,0,8.0,6.550365895953757
3.6,62.0,3.0,3.0,4.0,15.0,2.0,1,0,124.0,6.550365895953757
3.7,68.0,3.0,2.0,18.4,3.7,2.0,1,0,136.0,6.550365895953757
3.5,40.0,3.0,2.0,6.0,7.0,2.0,1,0,80.0,6.550365895953757
3.45,45.0,2.0,1.7470852553633007,15.0,3.0,2.0,0,1,90.0,6.550365895953757
16.2,100.0,7.0,5.7841536397289275,9.0,16.0,4.0,0,1,400.0,6.550365895953757
3.2,35.0,2.0,2.0,9.0,4.3,2.0,1,0,70.0,6.550365895953757
16.2,99.8,7.0,5.893773911453935,9.0,16.0,4.0,0,1,399.2,6.550365895953757
4.9,43.0,4.0,3.0,8.6,5.0,4.0,1,0,172.0,6.550365895953757
5.9,51.5,3.0,4.0,10.3,5.0,3.0,1,0,154.5,6.550365895953757
3.0,37.0,2.0,2.0,10.5,3.5,1.0,1,0,37.0,6.550365895953757
3.0,40.0,2.0,2.0,10.0,4.0,2.0,1,0,80.0,6.550365895953757
5.0,56.0,3.0,4.0,14.0,4.0,2.0,1,0,112.0,6.550365895953757
3.75,99.0,2.0,2.0,4.0,13.8,2.0,1,0,198.0,6.550365895953757
5.0,40.0,4.0,4.0,4.0,10.0,3.0,1,0,120.0,6.550365895953757
4.5,43.0,3.0,2.0,13.0,3.3,2.0,0,1,86.0,6.550365895953757
8.9,75.0,2.0,2.0,18.5,4.0,2.0,1,0,150.0,6.550365895953757
3.45,31.0,2.0,2.0,3.1,10.0,2.0,0,1,62.0,6.550365895953757
4.7,35.0,4.0,4.0,10.0,3.5,4.0,0,1,140.0,6.550365895953757
13.8,143.5,4.0,4.0,23.0,3.55,3.0,1,0,486.0,6.550365895953757
5.3,73.0,3.0,3.837750535952273,18.0,4.0,3.0,1,0,219.0,6.550365895953757
7.6,45.0,3.0,4.0,6.923076923076923,6.5,5.0,0,1,225.0,6.550365895953757
5.2,42.0,2.0,3.0,10.5,4.0,4.0,1,0,168.0,6.550365895953757
4.2,39.0,2.0,2.0,10.54054054054054,3.7,2.0,1,0,78.0,6.550365895953757
16.2,51.0,2.0,4.0,9.0,5.7,2.0,1,0,102.0,6.550365895953757
6.9,64.0,3.0,4.028094586228832,16.0,4.0,3.0,1,0,192.0,6.550365895953757
5.45,66.0,4.0,3.0,16.5,4.0,3.0,1,0,198.0,6.550365895953757
5.9,66.0,4.0,4.0,4.0,16.5,2.0,1,0,132.0,6.550365895953757
16.2,77.0,4.0,5.0,17.0,4.5,5.0,1,0,385.0,6.550365895953757
3.2,37.0,2.0,2.0,10.6,3.5,2.0,1,0,74.0,6.550365895953757
4.35,56.0,2.0,2.0,14.0,4.0,2.0,1,0,112.0,6.550365895953757
5.45,73.0,3.0,3.0,18.25,4.0,4.0,1,0,292.0,6.550365895953757
4.9,39.0,3.0,3.0,12.0,3.5,5.0,1,0,195.0,6.550365895953757
5.8,60.0,2.0,2.0,4.0,15.0,2.0,1,0,120.0,6.550365895953757
5.1,59.0,2.0,2.0,4.5,12.5,2.0,1,0,118.0,6.550365895953757
16.2,143.5,4.0,4.0,19.0,5.0,4.0,1,0,486.0,6.550365895953757
5.7,78.0,3.0,4.0,4.0,19.5,3.0,1,0,234.0,6.550365895953757
11.0,143.5,7.0,6.192209792809325,25.0,7.0,4.0,1,0,486.0,6.550365895953757
5.99,60.0,3.0,2.0,15.0,4.0,3.0,0,1,180.0,6.550365895953757
4.2,45.0,4.0,3.0,3.7,13.0,3.0,0,1,135.0,6.550365895953757
7.8,91.0,5.0,3.7867008230900203,19.5,4.2,3.0,1,0,273.0,6.550365895953757
4.05,75.0,2.0,2.0,12.0,3.2,2.0,1,0,150.0,6.550365895953757
4.1,20.0,2.0,3.0,5.0,4.0,3.0,1,0,60.0,6.550365895953757
8.2,80.0,3.0,3.0,20.2,4.0,3.0,1,0,240.0,6.550365895953757
6.0,63.0,5.0,6.0,4.0,15.7,3.0,1,0,189.0,6.550365895953757
4.98,57.0,3.0,2.0,14.25,4.0,2.0,1,0,114.0,6.550365895953757
4.9,36.0,3.0,3.0,9.0,4.0,3.0,1,0,108.0,6.550365895953757
4.95,34.0,4.0,3.0,8.5,4.0,4.0,1,0,136.0,6.550365895953757
6.65,120.0,4.0,4.0,12.0,10.0,1.0,1,0,120.0,6.550365895953757
6.3,63.0,4.0,3.0,15.6,4.0,2.0,1,0,126.0,6.550365895953757
3.6,32.0,2.0,2.0,4.0,8.0,2.0,1,0,64.0,6.550365895953757
6.8,70.0,2.0,2.0,6.0,12.5,1.0,1,0,70.0,6.550365895953757
6.5,68.0,4.0,4.666666666666667,15.0,4.5,1.0,1,0,68.0,6.550365895953757
6.8,70.0,2.0,2.0,13.0,5.6,1.0,1,0,70.0,6.550365895953757
6.9,75.0,4.0,5.0,17.0,4.5,1.0,1,0,75.0,6.550365895953757
6.2,45.0,4.0,5.0,11.0,4.0,5.0,0,1,225.0,6.550365895953757
7.3,75.0,4.0,5.0,17.0,4.0,4.0,1,0,300.0,6.550365895953757
5.5,85.0,2.0,4.0,3.0,24.0,2.0,1,0,170.0,6.550365895953757
4.75,47.0,2.0,2.0,4.0,11.75,2.0,1,0,94.0,6.550365895953757
3.5,39.0,3.0,2.0,4.5,8.7,2.0,1,0,78.0,6.550365895953757
7.45,95.0,3.0,4.0,15.0,6.3,3.0,1,0,285.0,6.550365895953757
7.45,95.0,3.0,4.0,15.0,6.3,3.0,1,0,285.0,6.550365895953757
10.1,85.0,5.0,4.673171397249219,18.0,4.7,1.0,0,1,85.0,6.550365895953757
4.2,42.0,3.0,3.0,9.0,4.9,3.0,0,1,126.0,6.550365895953757
7.6,52.0,4.0,5.0,4.0,13.0,4.0,1,0,208.0,6.550365895953757
8.8,64.0,5.0,4.577879401495832,16.0,4.0,5.0,1,0,320.0,6.550365895953757
7.5,68.0,2.0,2.0,15.0,4.5,2.0,1,0,136.0,6.550365895953757
3.95,45.0,2.0,2.0,9.0,5.0,2.0,1,0,90.0,6.550365895953757
6.6,32.0,4.0,5.0,12.0,4.0,4.0,1,0,128.0,6.550365895953757
3.7,35.0,2.0,2.0,10.0,3.5,2.0,1,0,70.0,6.550365895953757
12.7,51.0,4.0,5.0,4.0,12.5,1.0,1,0,51.0,6.550365895953757
5.0,60.0,3.0,2.0,15.0,4.0,1.0,1,0,60.0,6.550365895953757
8.0,105.0,5.0,2.0,21.0,5.0,2.0,1,0,210.0,6.550365895953757
2.7,38.0,2.0,2.0,11.0,3.4545454545454546,3.0,1,0,114.0,6.550365895953757
4.6,42.0,3.0,1.0,4.0,10.5,2.0,1,0,84.0,6.550365895953757
5.2,49.0,2.0,2.0,16.0,3.05,2.0,1,0,98.0,6.550365895953757
12.5,66.0,4.0,6.0,13.2,5.0,5.0,1,0,330.0,6.550365895953757
8.4,63.0,4.0,5.0,16.0,4.0,4.0,1,0,252.0,6.550365895953757
3.5,38.0,2.0,2.0,15.2,2.5,2.0,1,0,76.0,6.550365895953757
9.8,77.0,5.0,4.0,17.0,4.5,5.0,1,0,385.0,6.550365895953757
5.8,45.0,2.0,2.0,4.0,11.5,2.0,1,0,90.0,6.550365895953757
8.99,51.0,4.0,6.0,11.0,4.7,5.0,1,0,255.0,6.550365895953757
4.35,35.0,2.0,2.0,5.0,7.5,2.0,1,0,70.0,6.550365895953757
5.5,36.0,4.0,4.0,11.0,3.5,4.0,1,0,144.0,6.550365895953757
6.5,47.0,4.0,3.0,11.6,4.0,4.0,1,0,188.0,6.550365895953757
5.1,43.0,3.0,2.0,11.0,4.0,3.0,1,0,129.0,6.550365895953757
5.4,52.0,3.0,2.0,4.0,13.0,2.0,1,0,104.0,6.550365895953757
6.85,64.0,4.0,4.0,17.0,4.0,3.0,1,0,192.0,6.550365895953757
3.6,36.0,4.0,3.0,4.0,9.0,3.0,0,1,108.0,6.550365895953757
8.5,62.0,4.0,5.0,4.0,15.5,4.0,1,0,248.0,6.550365895953757
10.5,75.0,1.0,1.0,4.0,19.0,4.0,1,0,300.0,6.550365895953757
5.4,56.0,3.0,2.0,4.0,14.0,1.0,1,0,56.0,6.550365895953757
4.98,44.0,2.0,3.0,14.0,3.5,2.0,1,0,88.0,6.550365895953757
7.0,70.0,4.0,4.0,4.0,18.0,3.0,1,0,210.0,6.550365895953757
4.3,76.0,1.0,1.0,2.0,24.0,3.0,1,0,228.0,6.550365895953757
8.8,62.5,4.0,5.0096403887146,16.0,4.0,5.0,1,0,312.5,6.550365895953757
5.8,52.0,3.0,4.0,4.0,13.0,3.0,1,0,156.0,6.550365895953757
3.75,36.0,2.0,3.0,4.0,9.0,3.0,1,0,108.0,6.550365895953757
7.0,57.0,3.0,3.0,13.0,4.2,3.0,1,0,171.0,6.550365895953757
7.5,62.0,4.0,5.0,15.5,4.0,5.0,1,0,310.0,6.550365895953757
6.0,60.0,3.0,2.0,4.0,15.0,3.0,1,0,180.0,6.550365895953757
1.95,25.0,3.0,3.0,3.0,9.0,3.0,1,0,75.0,6.550365895953757
5.0,51.0,4.0,3.0,4.0,13.0,1.0,1,0,51.0,6.550365895953757
4.3,111.0,4.0,3.0,4.0,9.0,3.0,0,1,333.0,6.550365895953757
16.2,28.0,2.0,2.0,6.5,4.3,1.0,1,0,28.0,6.550365895953757
4.1,38.0,4.0,3.0,12.0,3.2,1.0,0,1,38.0,6.550365895953757
3.5,35.0,2.0,2.0,11.666666666666666,3.0,2.0,1,0,70.0,6.550365895953757
3.85,36.0,2.0,2.0206954335696654,11.0,3.2,2.0,1,0,72.0,6.550365895953757
8.8,123.0,3.0,3.0,24.5,5.0,3.0,1,0,369.0,6.550365895953757
6.28,46.0,5.0,3.0,11.0,4.2,4.0,0,1,184.0,6.550365895953757
4.3,37.0,2.0,2.0,4.05,9.33,2.0,1,0,74.0,6.550365895953757
3.4,49.0,3.0,2.0,14.0,3.5,2.0,1,0,98.0,6.550365895953757
6.0,44.0,3.0,2.0,11.0,4.0,1.0,1,0,44.0,6.550365895953757
5.0,72.0,3.0,2.0,14.0,5.0,3.0,1,0,216.0,6.550365895953757
5.6,56.0,3.0,2.0,4.0,14.0,2.0,1,0,112.0,6.550365895953757
4.7,56.0,2.0,2.0,14.0,4.0,2.0,1,0,112.0,6.550365895953757
5.1,42.0,3.0,2.0,10.6,4.0,3.0,1,0,126.0,6.550365895953757
3.78,25.0,2.0,2.0,8.5,3.0,2.0,1,0,50.0,6.550365895953757
11.2,128.0,6.0,3.0,22.0,6.0,3.0,1,0,384.0,6.550365895953757
8.9,85.0,3.0,3.0,5.0,17.0,3.0,1,0,255.0,6.550365895953757
4.8,42.0,2.0,3.0,10.5,4.0,2.0,0,1,84.0,6.550365895953757
4.98,43.0,2.0,2.0,13.0,3.3,2.0,1,0,86.0,6.550365895953757
3.6,51.0,2.0,3.0,11.0,4.2,2.0,1,0,102.0,6.550365895953757
12.0,103.0,5.0,6.0,5.0,24.0,4.0,1,0,412.0,6.550365895953757
2.9,42.0,2.0,2.0,12.0,3.5,2.0,1,0,84.0,6.550365895953757
7.7,60.0,3.0,4.0,4.0,15.0,2.0,1,0,120.0,6.550365895953757
2.5,36.0,2.0,1.0,4.0,8.0,2.0,0,1,72.0,6.550365895953757
8.6,93.0,3.0,2.0,10.0,9.0,2.0,1,0,186.0,6.550365895953757
5.3,56.0,3.0,3.0,4.0,14.0,2.0,1,0,112.0,6.550365895953757
4.98,41.0,2.0,2.0,6.833333333333333,6.0,2.0,1,0,82.0,6.550365895953757
4.45,42.0,3.0,2.0,3.9,3.4,2.0,1,0,84.0,6.550365895953757
5.1,56.0,2.0,2.0,4.0,14.0,2.0,1,0,112.0,6.550365895953757
6.1,49.0,3.0,4.0,12.0,4.0,3.0,1,0,147.0,6.550365895953757
6.0,52.0,3.0,3.0,15.0,3.5,2.0,1,0,104.0,6.550365895953757
6.58,37.0,4.0,4.241693017753985,8.0,4.5,5.0,1,0,185.0,6.550365895953757
6.58,37.0,4.0,4.241693017753985,8.0,4.5,5.0,1,0,185.0,6.550365895953757
6.65,45.0,4.0,5.0,11.0,4.1,1.0,1,0,45.0,6.550365895953757
9.4,60.0,4.0,6.0,13.333333333333334,4.5,5.0,1,0,300.0,6.550365895953757
